-ne EMBL_ACC	LEN_(MB)	LEN_(BPs)	NUM_GENES	GC_CONTENT	NCBI_TAXONOMY	SPECIES_NAME	DESCRIPTION
CP003260.1	2.2MB	2166381	0	0.39	Bacteria; Thermotogae; Thermotogales; Fervidobacteriaceae;Fervidobacterium.	Fervidobacterium pennivorans DSM 9078	Fervidobacterium pennivorans DSM 9078, complete genome.
CP003261.1	5.0MB	4990707	0	0.31	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;Clostridium.	Clostridium pasteurianum BC1	Clostridium pasteurianum BC1, complete genome.
CP003263.1	0.3MB	263431	0	0.30	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Candidatus Uzinura.	Candidatus Uzinura diaspidicola str. ASNER	Candidatus Uzinura diaspidicola str. ASNER, complete genome.
CP003264.1	1.7MB	1732123	0	0.37	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Alcaligenaceae; Taylorella.	Taylorella equigenitalis ATCC 35865	Taylorella equigenitalis ATCC 35865, complete genome.
CP003265.1	3.6MB	3569561	0	0.48	Bacteria; Cyanobacteria; Synechococcales; Merismopediaceae; Synechocystis.	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803, complete genome.
CP003273.1	4.9MB	4855529	0	0.45	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae;Desulfotomaculum.	Desulfotomaculum gibsoniae DSM 7213	Desulfotomaculum gibsoniae DSM 7213, complete genome.
CP003274.1	3.7MB	3734239	0	0.57	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae;Alistipes.	Alistipes finegoldii DSM 17242	Alistipes finegoldii DSM 17242, complete genome.
CP003275.1	10.1MB	10145833	0	0.72	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae;Streptomyces.	Streptomyces hygroscopicus subsp. jinggangensis 5008	Streptomyces hygroscopicus subsp. jinggangensis 5008, complete genome.
CP003278.1	4.8MB	4768352	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12	Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12, complete
CP003280.1	3.5MB	3520671	0	0.36	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Aequorivita.	Aequorivita sublithincola DSM 14238	Aequorivita sublithincola DSM 14238, complete genome.
CP003281.1	4.2MB	4196595	0	0.37	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cyclobacteriaceae;Belliella.	Belliella baltica DSM 15883	Belliella baltica DSM 15883, complete genome.
CP003282.1	3.3MB	3285855	0	0.58	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta.	Spirochaeta africana DSM 8902	Spirochaeta africana DSM 8902, complete genome.
CP003283.1	2.4MB	2399175	0	0.37	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Ornithobacterium.	Ornithobacterium rhinotracheale DSM 15997	Ornithobacterium rhinotracheale DSM 15997, complete genome.
CP003289.1	5.3MB	5273097	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli O104:H4 str. 2011C-3493	Escherichia coli O104:H4 str. 2011C-3493, complete genome.
CP003293.1	2.5MB	2494190	0	0.60	Bacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae;Cutibacterium.	Propionibacterium acnes HL096PA1	Propionibacterium acnes HL096PA1, complete genome.
CP003295.1	2.0MB	1988420	0	0.38	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus infantarius subsp. infantarius CJ18	Streptococcus infantarius subsp. infantarius CJ18, complete genome.
CP003297.1	5.3MB	5253138	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli O104:H4 str. 2009EL-2050	Escherichia coli O104:H4 str. 2009EL-2050, complete genome.
CP003301.1	5.3MB	5312586	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli O104:H4 str. 2009EL-2071	Escherichia coli O104:H4 str. 2009EL-2071, complete genome.
CP003304.1	1.2MB	1150228	0	0.31	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; belli group.	Rickettsia canadensis str. CA410	Rickettsia canadensis str. CA410, complete genome.
CP003305.1	1.3MB	1255681	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia rickettsii str. Brazil	Rickettsia rickettsii str. Brazil, complete genome.
CP003306.1	1.3MB	1270083	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia rickettsii str. Colombia	Rickettsia rickettsii str. Colombia, complete genome.
CP003307.1	1.3MB	1267197	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia rickettsii str. Arizona	Rickettsia rickettsii str. Arizona, complete genome.
CP003308.1	1.3MB	1287740	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia philipii str. 364D	Rickettsia philipii str. 364D, complete genome.
CP003309.1	1.3MB	1269837	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia rickettsii str. Hino	Rickettsia rickettsii str. Hino, complete genome.
CP003311.1	1.3MB	1270751	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia rickettsii str. Hlp#2	Rickettsia rickettsii str. Hlp#2, complete genome.
CP003312.1	4.3MB	4268675	0	0.57	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Cronobacter.	Cronobacter sakazakii ES15	Cronobacter sakazakii ES15, complete genome.
CP003313.1	2.4MB	2402218	0	0.40	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;Pasteurellaceae; Pasteurella.	Pasteurella multocida subsp. multocida str. HN06	Pasteurella multocida subsp. multocida str. HN06, complete genome.
CP003315.1	0.7MB	719535	0	0.25	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Erwiniaceae; Wigglesworthia.	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans
CP003318.1	1.3MB	1269774	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia rickettsii str. Hauke	Rickettsia rickettsii str. Hauke, complete genome.
CP003319.1	1.3MB	1263719	0	0.33	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia massiliae str. AZT80	Rickettsia massiliae str. AZT80, complete genome.
CP003322.1	5.4MB	5402402	0	0.68	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium avium complex (MAC).	Mycobacterium intracellulare ATCC 13950	Mycobacterium intracellulare ATCC 13950, complete genome.
CP003323.1	5.4MB	5409696	0	0.68	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium avium complex (MAC).	Mycobacterium intracellulare MOTT-02	Mycobacterium intracellulare MOTT-02, complete genome.
CP003324.1	5.5MB	5501090	0	0.68	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium avium complex (MAC).	Mycobacterium paraintracellulare	Mycobacterium intracellulare MOTT-64, complete genome.
CP003325.1	2.2MB	2167304	0	0.60	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae;Bifidobacterium.	Bifidobacterium asteroides PRL2011	Bifidobacterium asteroides PRL2011, complete genome.
CP003326.1	3.1MB	3105335	0	0.30	Bacteria; Firmicutes; Tissierellia; Tissierellales; Gottschalkiaceae;Gottschalkia.	Gottschalkia acidurici 9a	[Clostridium] acidurici 9a chromosome, complete genome.
CP003328.1	2.3MB	2307684	0	0.40	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;Pasteurellaceae; Pasteurella.	Pasteurella multocida subsp. multocida str. HB03	Pasteurella multocida subsp. multocida str. HB03, complete genome.
CP003329.1	4.2MB	4215610	0	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus subtilis subsp. subtilis 6051-HGW	Bacillus subtilis subsp. subtilis 6051-HGW, complete genome.
CP003332.1	4.2MB	4238624	0	0.46	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus amyloliquefaciens group.	Bacillus amyloliquefaciens Y2	Bacillus amyloliquefaciens Y2, complete genome.
CP003333.1	2.5MB	2510109	0	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Sulfurospirillum.	Sulfurospirillum barnesii SES-3	Sulfurospirillum barnesii SES-3, complete genome.
CP003334.1	1.4MB	1407796	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia amblyommatis str. GAT-30V	Rickettsia amblyommatis str. GAT-30V chromosome, complete genome.
CP003338.1	1.3MB	1296670	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia australis str. Cutlack	Rickettsia australis str. Cutlack, complete genome.
CP003340.1	1.3MB	1279798	0	0.33	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia montanensis str. OSU 85-930	Rickettsia montanensis str. OSU 85-930, complete genome.
CP003341.1	1.3MB	1300386	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia parkeri str. Portsmouth	Rickettsia parkeri str. Portsmouth, complete genome.
CP003342.1	1.3MB	1290368	0	0.32	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia rhipicephali str. 3-7-female6-CWPP	Rickettsia rhipicephali str. 3-7-female6-CWPP, complete genome.
CP003344.1	3.6MB	3624449	0	0.44	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae;Desulfitobacterium.	Desulfitobacterium dichloroeliminans LMG P-21439	Desulfitobacterium dichloroeliminans LMG P-21439, complete genome.
CP003345.1	4.9MB	4919337	0	0.31	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Bernardetiaceae;Bernardetia.	Bernardetia litoralis DSM 6794	Bernardetia litoralis DSM 6794 chromosome, complete genome.
CP003346.1	5.6MB	5608040	0	0.45	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cyclobacteriaceae;Echinicola.	Echinicola vietnamensis DSM 17526	Echinicola vietnamensis DSM 17526, complete genome.
CP003347.1	5.5MB	5521023	0	0.68	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium avium complex (MAC).	Mycobacterium yongonense 05-1390	Mycobacterium yongonense 05-1390 chromosome, complete genome.
CP003348.1	4.3MB	4321753	0	0.45	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae;Desulfitobacterium.	Desulfitobacterium dehalogenans ATCC 51507	Desulfitobacterium dehalogenans ATCC 51507, complete genome.
CP003349.1	5.2MB	5202069	0	0.37	Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales;Sphingobacteriaceae; Solitalea.	Solitalea canadensis DSM 3403	Solitalea canadensis DSM 3403, complete genome.
CP003350.1	3.6MB	3603458	0	0.63	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Rhodanobacteraceae; Frateuria.	Frateuria aurantia DSM 6220	Frateuria aurantia DSM 6220, complete genome.
CP003351.1	3.0MB	2955294	0	0.38	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae;Enterococcus.	Enterococcus faecium Aus0004	Enterococcus faecium Aus0004, complete genome.
CP003355.1	4.0MB	4046337	0	0.45	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	Paenibacillus larvae subsp. larvae DSM 25430	Paenibacillus larvae subsp. larvae DSM 25430, complete genome.
CP003357.1	2.2MB	2150813	0	0.40	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus pneumoniae ST556	Streptococcus pneumoniae ST556, complete genome.
CP003358.1	6.2MB	6200534	0	0.63	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Phyllobacteriaceae; Mesorhizobium.	Mesorhizobium australicum WSM2073	Mesorhizobium australicum WSM2073, complete genome.
CP003359.1	2.6MB	2649255	0	0.32	Bacteria; Firmicutes; Clostridia; Halanaerobiales; Halobacteroidaceae;Halobacteroides.	Halobacteroides halobius DSM 5150	Halobacteroides halobius DSM 5150, complete genome.
CP003360.1	6.5MB	6500104	0	0.50	Bacteria; Proteobacteria; Deltaproteobacteria; Syntrophobacterales;Syntrophaceae; Desulfomonile.	Desulfomonile tiedjei DSM 6799	Desulfomonile tiedjei DSM 6799, complete genome.
CP003364.1	9.6MB	9629675	0	0.62	Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Isosphaeraceae;Singulisphaera.	Singulisphaera acidiphila DSM 18658	Singulisphaera acidiphila DSM 18658, complete genome.
CP003375.1	1.3MB	1275720	0	0.33	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	Rickettsia slovaca str. D-CWPP	Rickettsia slovaca str. D-CWPP, complete genome.
CP003379.1	5.2MB	5227858	0	0.60	Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Terriglobus.	Terriglobus roseus DSM 18391	Terriglobus roseus DSM 18391, complete genome.
CP003380.1	2.7MB	2697465	0	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Piscirickettsiaceae; Methylophaga.	Methylophaga frappieri	Methylophaga frappieri strain JAM7, complete genome.
CP003382.1	3.9MB	3881839	0	0.64	Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Deinococcaceae;Deinococcus.	Deinococcus peraridilitoris DSM 19664	Deinococcus peraridilitoris DSM 19664, complete genome.
CP003385.1	2.3MB	2337657	0	0.52	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium pseudotuberculosis P54B96	Corynebacterium pseudotuberculosis P54B96, complete genome.
CP003386.1	4.9MB	4876219	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Typhimurium str. 798	Salmonella enterica subsp. enterica serovar Typhimurium str. 798, complete
CP003388.1	2.2MB	2164087	0	0.35	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Riemerella.	Riemerella anatipestifer ATCC 11845 = DSM 15868	Riemerella anatipestifer ATCC 11845 = DSM 15868, complete genome.
CP003389.1	10.1MB	10080619	0	0.70	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales;Cystobacterineae; Myxococcaceae; Corallococcus.	Corallococcus coralloides DSM 2259	Corallococcus coralloides DSM 2259, complete genome.
CP003390.2	3.1MB	3137191	0	0.45	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Piscirickettsiaceae; Methylophaga.	Methylophaga nitratireducenticrescens	Methylophaga nitratireducenticrescens strain JAM1, complete genome.
CP003391.1	1.1MB	1109804	0	0.29	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; typhus group.	Rickettsia prowazekii str. Chernikova	Rickettsia prowazekii str. Chernikova, complete genome.
CP003392.1	1.1MB	1111454	0	0.29	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; typhus group.	Rickettsia prowazekii str. Katsinyian	Rickettsia prowazekii str. Katsinyian, complete genome.
CP003393.1	1.1MB	1111445	0	0.29	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; typhus group.	Rickettsia prowazekii str. BuV67-CWPP	Rickettsia prowazekii str. BuV67-CWPP, complete genome.
CP003394.1	1.1MB	1109051	0	0.29	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; typhus group.	Rickettsia prowazekii str. Dachau	Rickettsia prowazekii str. Dachau genome.
CP003395.1	1.1MB	1111969	0	0.29	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; typhus group.	Rickettsia prowazekii str. GvV257	Rickettsia prowazekii str. GvV257, complete genome.
CP003396.1	1.1MB	1112101	0	0.29	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; typhus group.	Rickettsia prowazekii str. RpGvF24	Rickettsia prowazekii str. RpGvF24, complete genome.
CP003397.1	1.1MB	1112372	0	0.29	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; typhus group.	Rickettsia typhi str. TH1527	Rickettsia typhi str. TH1527, complete genome.
CP003398.1	1.1MB	1112957	0	0.29	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Rickettsia; typhus group.	Rickettsia typhi str. B9991CWPP	Rickettsia typhi str. B9991CWPP, complete genome.
CP003402.1	1.8MB	1847202	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella noatunensis subsp. orientalis str. Toba 04	Francisella noatunensis subsp. orientalis str. Toba 04, complete genome.
CP003403.1	5.0MB	4962173	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Rahnella.	Rahnella aquatilis HX2	Rahnella aquatilis HX2, complete genome.
CP003407.1	2.3MB	2337628	0	0.52	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium pseudotuberculosis 267	Corynebacterium pseudotuberculosis 267, complete genome.
CP003408.1	1.8MB	1843731	0	0.46	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	Thermotoga sp. 2812B	Thermotoga sp. 2812B, complete genome.
CP003409.1	1.7MB	1749904	0	0.46	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	Thermotoga sp. Cell2	Thermotoga sp. Cell2, complete genome.
CP003410.1	8.9MB	8948591	0	0.69	Bacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae;Amycolatopsis.	Amycolatopsis orientalis HCCB10007	Amycolatopsis orientalis HCCB10007, complete genome.
CP003414.1	2.9MB	2901562	0	0.38	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.	Listeria monocytogenes 07PF0776	Listeria monocytogenes 07PF0776, complete genome.
CP003415.1	5.2MB	5164411	0	0.50	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Pectobacteriaceae; Pectobacterium.	Pectobacterium parmentieri	Pectobacterium parmentieri strain SCC3193 chromosome, complete genome.
CP003416.1	4.8MB	4750465	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Heidelberg str. B182	Salmonella enterica subsp. enterica serovar Heidelberg str. B182, complete
CP003418.1	3.7MB	3658997	0	0.34	Bacteria; Ignavibacteriae; Ignavibacteria; Ignavibacteriales;Ignavibacteriaceae; Ignavibacterium.	Ignavibacterium album JCM 16511	Ignavibacterium album JCM 16511, complete genome.
CP003419.1	1.6MB	1634138	0	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori XZ274	Helicobacter pylori XZ274, complete genome.
CP003421.1	2.4MB	2402956	0	0.52	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium pseudotuberculosis 31	Corynebacterium pseudotuberculosis 31, complete genome.
CP003422.2	8.8MB	8819200	0	0.58	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	Paenibacillus mucilaginosus K02	Paenibacillus mucilaginosus K02, complete genome.
CP003424.1	5.0MB	5034688	0	0.60	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Serratia.	Serratia sp. SCBI	Serratia sp. SCBI, complete genome.
CP003426.1	0.9MB	919477	0	0.28	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia.	Borrelia crocidurae str. Achema	Borrelia crocidurae str. Achema, complete genome.
CP003466.1	4.9MB	4928223	0	0.62	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;Alcanivoracaceae; Alcanivorax.	Alcanivorax dieselolei B5	Alcanivorax dieselolei B5, complete genome.
CP003467.1	0.2MB	174014	0	0.18	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;Halomonadaceae; Zymobacter group; Candidatus Carsonella.	Candidatus Carsonella ruddii DC	Candidatus Carsonella ruddii DC, complete genome.
